# Vol_peratom (A^3)    E_peratom (eV)    Latt_param (A)    Fnorm (eV/A)    Pressure (MPa)
10.9035522853525  -4.44999998517088  3.52000003070684 3.95448405511844e-013 -8.28192671654852e-006
11.037916784588  -4.44908533925991  3.53440003070684 1.77226659934641e-013 -2157.00332578056
11.0322963462124  -4.44915947560502  3.53380003070684 1.88983753528241e-013 -2069.65463817029
11.0266778160887  -4.44923051992303  3.53320003070684 2.41105141126575e-013 -1982.09655424603
11.0210611938931  -4.44929846698142  3.53260003070684 1.78223025265734e-013 -1894.32777260761
11.0154464793014  -4.44936331147338  3.53200003070684 3.86195961447816e-013 -1806.34729056287
11.0098336719898  -4.44942504794138  3.53140003070684 4.22366596356548e-013 -1718.14732846272
11.0042227716343  -4.44948367077019  3.53080003070684 2.65993234510715e-013 -1629.72655744499
10.9986137779107  -4.44953917422949  3.53020003070684 2.34537377794881e-013 -1541.07853972145
10.9930066904951  -4.44959155241705  3.52960003070684 2.11987461452579e-013 -1452.20113497123
10.9874015090636  -4.44964079955017  3.52900003070684 2.92232701571246e-013 -1363.10233126784
10.9817982332921  -4.44968691008472  3.52840003070684 2.73703509111781e-013 -1273.78670427079
10.9761968628566  -4.44972987863548  3.52780003070684 2.69969276041663e-013 -1184.25647823312
10.9705973974331  -4.44976969981419  3.52720003070684 1.68342685364341e-013 -1094.5098429696
10.9649998366976  -4.44980636795874  3.52660003070684 2.29837124175948e-013 -1004.53421316627
10.9594041803262  -4.4498398771998  3.52600003070684 2.03951050336049e-013 -914.329096815838
10.9538104279947  -4.44987022168358  3.52540003070684 3.21812998316733e-013 -823.896850455072
10.9482185793793  -4.44989739572465  3.52480003070684 2.86188634847182e-013 -733.243654451796
10.9426286341559  -4.44992139389486  3.52420003070684 2.77545323576633e-013 -642.373902522668
10.9370405920005  -4.44994221073608  3.52360003070684 2.57968200547201e-013 -551.284331461283
10.9314544525892  -4.44995984059202  3.52300003070684 2.13815920993908e-013 -459.966282931541
10.9258702155978  -4.44997427765754  3.52240003070684 2.42274032639198e-013 -368.420446302924
10.9202878807025  -4.44998551626591  3.52180003070684 2.25675624013615e-013 -276.652039231593
10.9147074475791  -4.44999355081278  3.52120003070684 2.58617453671919e-013 -184.658606020754
10.9091289159038  -4.44999837565062  3.52060003070684 2.62146684510525e-013 -92.4410120777126
10.9035522853525  -4.44999998517088  3.52000003070684 2.81639139647255e-013 -8.28192084551836e-006
10.8979775556013  -4.44999837369355  3.51940003070684 2.04531257082107e-013 92.6715993078459
10.892404726326  -4.44999353531353  3.51880003070684 1.7989570614275e-013 185.577127828959
10.8868337972028  -4.44998546415067  3.51820003070684 1.67722271759257e-013 278.713376499875
10.8812647679076  -4.44997415438547  3.51760003070684 2.17058443393064e-013 372.082534065627
10.8756976381164  -4.44995960006493  3.51700003070684 2.58567959706469e-013 465.684049000355
10.8701324075052  -4.44994179550257  3.51640003070684 2.74810077083981e-013 559.51077074085
10.86456907575  -4.44992073517505  3.51580003070684 2.15050529992385e-013 653.559584017328
10.8590076425268  -4.44989641348145  3.51520003070684 2.02222815528542e-013 747.837525921638
10.8534481075117  -4.44986882447037  3.51460003070684 1.88375873541602e-013 842.357046695593
10.8478904703806  -4.44983796207232  3.51400003070684 2.48196568921815e-013 937.114256399644
10.8423347308095  -4.44980382035442  3.51340003070684 2.35750580496168e-013 1032.10067167451
10.8367808884744  -4.44976639379691  3.51280003070684 2.57355819386845e-013 1127.30935327906
10.8312289430513  -4.44972567695052  3.51220003070684 2.58923474188338e-013 1222.74279772449
10.8256788942163  -4.4496816641115  3.51160003070684 2.62377961170594e-013 1318.40867063388
10.8201307416452  -4.44963434937654  3.51100003070684 2.53519481705608e-013 1414.31421452969
10.8145844850142  -4.44958372669223  3.51040003070684 2.0636329461777e-013 1510.46040648305
10.8090401239992  -4.44952978999884  3.50980003070684 2.31888142417398e-013 1606.84512927547
10.8034976582762  -4.44947253341679  3.50920003070684 2.35914674829654e-013 1703.46416251029
10.7979570875212  -4.44941195115599  3.50860003070684 2.32085650942448e-013 1800.31527587188
10.7924184114103  -4.44934803751057  3.50800003070684 2.13326963311131e-013 1897.39685360471
10.7868816296193  -4.44928078676276  3.50740003070684 2.8685914561884e-013 1994.7139341852
10.7813467418244  -4.44921019291868  3.50680003070684 2.33171048799023e-013 2092.27347724144
10.7758137477015  -4.44913624983701  3.50620003070684 1.78742855908317e-013 2190.07850180175
10.7702826469266  -4.44905895144012  3.50560003070684 2.67828064905395e-013 2288.12521869455
10.7647534391757  -4.4489782916034  3.50500003070684 1.79932482551574e-013 2386.41392291738
